VBELN,POSNR,BEZEI,BZIRK,CG_NAME,CITY_NAME,CUST_NAME,DISC_PERC,DISCOUNT,DRERZ,EDITION_NAME,FREE_COPY,GJAHR,GROSS_COPY,GROSS_VALUE,KDGRP,MANDT,MATNR,MONAT,NET_VALUE,ORD_DATE,PAID_COPY,PSTYV,PUB_NAME,PVA,RATE,ROUTE,SDIST_NAME,SGRP_NAME,SHIP_TO_PARTY,SOFF_NAME,SOLD_TO_PARTY,SPART,VGBEL,VKBUR,VKGRP,VKORG,VTWEG,ZCOO,ZLAO
132621347,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,UTMANDESHAR,RIKH CHAND NEWS AGENCY,30,-57.75,DB,BIKANER DAK,0,2020,35,192.5,CU,100,DBID200918,9,134.75,9/18/2020,35,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10026222,Bikaner,10026222,NE,46265,BIKA,CRU,BIKA,DA,0,0
132621348,10,BIKANER TO BAJJU,BIK_ZL,Cir. Agent upcountry,GAJNER,SANDEEP NEWS AGENCY,30,-150.15,DB,BIKANER DAK,0,2020,91,500.5,CU,100,DBID200918,9,350.35,9/18/2020,91,JTAP,DAINIK BHASKAR,DBID,5.5,BKBAJU,Bikaner Zila,Circulation Satelite,10026689,Bikaner,10026689,NE,47555,BIKA,CRU,BIKA,DA,0,0
132621349,10,BIKANER TO LOONKARANSAR,BIK_ZL,Cir. Agent upcountry,SHEKHSAR,PARDEEP NEWS AGENCY,30,-28.05,DB,BIKANER DAK,0,2020,17,93.5,CU,100,DBID200918,9,65.45,9/18/2020,17,JTAP,DAINIK BHASKAR,DBID,5.5,BKLOON,Bikaner Zila,Circulation Satelite,10027191,Bikaner,10027191,NE,49210,BIKA,CRU,BIKA,DA,0,0
132621350,10,BIKANER TO KHAJUWALA,BIK_ZL,Cir. Agent upcountry,SHOBHASAR,SUSHIL KUMAR SHARMA NEWS AGENC,30,-9.9,DB,BIKANER DAK,0,2020,6,33,CU,100,DBID200918,9,23.1,9/18/2020,6,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJWL,Bikaner Zila,Circulation Satelite,10033084,Bikaner,10033084,NE,63790,BIKA,CRU,BIKA,DA,0,0
132621351,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,MUNDSAR,SURAJ NEWS AGENCY,30,-107.25,DB,BIKANER DAK,0,2020,65,357.5,CU,100,DBID200918,9,250.25,9/18/2020,65,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10036034,Bikaner,10036034,NE,69610,BIKA,CRU,BIKA,DA,0,0
132621352,10,BIKANER TO BAJJU,BIK_ZL,Cir. Agent upcountry,GODDU MANDI,NARAYAN NEWS AGENCY,30,-47.85,DB,BIKANER DAK,0,2020,29,159.5,CU,100,DBID200918,9,111.65,9/18/2020,29,JTAP,DAINIK BHASKAR,DBID,5.5,BKBAJU,Bikaner Zila,Circulation Satelite,10036079,Bikaner,10036079,NE,69737,BIKA,CRU,BIKA,DA,0,0
132621353,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,SURPURA,BRAHMANI NEWS AGENCY,30,-158.4,DB,BIKANER DAK,0,2020,96,528,CU,100,DBID200918,9,369.6,9/18/2020,96,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10038331,Bikaner,10038331,NE,73965,BIKA,CRU,BIKA,DA,0,0
132621354,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,HIMMATSAR,VISHNU NEWS AGENCY,30,-145.2,DB,BIKANER DAK,0,2020,88,484,CU,100,DBID200918,9,338.8,9/18/2020,88,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10038333,Bikaner,10038333,NE,73967,BIKA,CRU,BIKA,DA,0,0
132621355,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,BADANU,S.K.NEWS AGENCY,30,-39.6,DB,BIKANER DAK,0,2020,24,132,CU,100,DBID200918,9,92.4,9/18/2020,24,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10041417,Bikaner,10041417,NE,77846,BIKA,CRU,BIKA,DA,0,0
132621356,10,BIKANER TO KHAJUWALA,BIK_ZL,Cir. Agent upcountry,KHAJUWALA,PRITIKA N.A.(DALIP KUMAR NOKHW,33,-771.38,DB,BIKANER DAK,0,2020,425,2337.5,CU,100,DBID200918,9,1566.12,9/18/2020,425,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJWL,Bikaner Zila,Circulation Satelite,10041971,Bikaner,10041971,NE,79225,BIKA,CRU,BIKA,DA,0,0
132621357,10,BIKANER TO LOONKARANSAR,BIK_ZL,Cir. Sub Agent,GOPLYAN,BHADU NEWS AGENCY,30,-23.1,DB,BIKANER DAK,0,2020,14,77,CS,100,DBID200918,9,53.9,9/18/2020,14,JTAP,DAINIK BHASKAR,DBID,5.5,BKLOON,Bikaner Zila,Circulation Satelite,10042121,Bikaner,10000786,NE,79723,BIKA,CRU,BIKA,DA,0,0
132621358,10,BIKANER TO LOONKARANSAR,BIK_ZL,Cir. Sub Agent,KHODALA,BHADU NEWS AGENCY,30,-13.2,DB,BIKANER DAK,0,2020,8,44,CS,100,DBID200918,9,30.8,9/18/2020,8,JTAP,DAINIK BHASKAR,DBID,5.5,BKLOON,Bikaner Zila,Circulation Satelite,10042122,Bikaner,10000786,NE,79724,BIKA,CRU,BIKA,DA,0,0
132621359,10,BIKANER TO LOONKARANSAR,BIK_ZL,Cir. Sub Agent,KARNISAR,BHADU NEWS AGENCY,30,-31.35,DB,BIKANER DAK,0,2020,19,104.5,CS,100,DBID200918,9,73.15,9/18/2020,19,JTAP,DAINIK BHASKAR,DBID,5.5,BKLOON,Bikaner Zila,Circulation Satelite,10042123,Bikaner,10000786,NE,79725,BIKA,CRU,BIKA,DA,0,0
132621360,10,BIKANER TO KHAJUWALA,BIK_ZL,Cir. Agent upcountry,MEHARASAR,MADAN SINGH NEWS AGENCTY,30,-9.9,DB,BIKANER DAK,0,2020,6,33,CU,100,DBID200918,9,23.1,9/18/2020,6,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJWL,Bikaner Zila,Circulation Satelite,10042514,Bikaner,10042514,NE,80813,BIKA,CRU,BIKA,DA,0,0
132621361,10,BIKANER BUS ROUTE,BIK_ZL,Cir. Agent upcountry,JAITPUR,ALIF NEWS AGENCY ( ASMAN SHAH,30,-33,DB,BIKANER DAK,0,2020,20,110,CU,100,DBID200918,9,77,9/18/2020,20,JTAP,DAINIK BHASKAR,DBID,5.5,BKBUSR,Bikaner Zila,Circulation Satelite,10042656,Bikaner,10042656,NE,81298,BIKA,CRU,BIKA,DA,0,0
132621362,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,SURATSINGHPURA,SAHU BAS NEWS AGENCY ( SAHIRAM,30,-31.35,DB,BIKANER DAK,0,2020,19,104.5,CU,100,DBID200918,9,73.15,9/18/2020,19,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10042657,Bikaner,10042657,NE,81299,BIKA,CRU,BIKA,DA,0,0
132621363,10,BIKANER TO DUNGARGARH,BIK_ZL,Cir. Agent upcountry,AADSAR,SWAMI NEWS AGENCY,30,-99,DB,BIKANER DAK,0,2020,60,330,CU,100,DBID200918,9,231,9/18/2020,60,JTAP,DAINIK BHASKAR,DBID,5.5,BKDURH,Bikaner Zila,Circulation Satelite,10042960,Bikaner,10042960,NE,81892,BIKA,CRU,BIKA,DA,0,0
132621364,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,BHAMMATSAR,SANTOSH NEWS AGENCY,30,-89.1,DB,BIKANER DAK,0,2020,54,297,CU,100,DBID200918,9,207.9,9/18/2020,54,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10043088,Bikaner,10043088,NE,82480,BIKA,CRU,BIKA,DA,0,0
132621365,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,KATAR,PAREEK NEWS AGENCY,30,-107.25,DB,BIKANER DAK,0,2020,65,357.5,CU,100,DBID200918,9,250.25,9/18/2020,65,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10043089,Bikaner,10043089,NE,82481,BIKA,CRU,BIKA,DA,0,0
132621366,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,ANKISAR,MANI RAM  NEWS AGENCY,30,-160.05,DB,BIKANER DAK,0,2020,97,533.5,CU,100,DBID200918,9,373.45,9/18/2020,97,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10043091,Bikaner,10043091,NE,82483,BIKA,CRU,BIKA,DA,0,0
132621367,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,KESHARDESHAR BOHARAN,SRI VEER BIGHA NEWS AGENCY,30,-250.8,DB,BIKANER DAK,0,2020,152,836,CU,100,DBID200918,9,585.2,9/18/2020,152,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10043974,Bikaner,10043974,NE,85632,BIKA,CRU,BIKA,DA,0,0
132621368,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,GAJROOPDESHAR,ARTI NEWS AGENCY,30,-19.8,DB,BIKANER DAK,0,2020,12,66,CU,100,DBID200918,9,46.2,9/18/2020,12,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10045764,Bikaner,10045764,NE,88517,BIKA,CRU,BIKA,DA,0,0
132621369,10,BIKANER TO DUNGARGARH,BIK_ZL,Cir. Agent upcountry,SUDSAR,MANAK MAHIYA NEWS AGENCY,30,-181.5,DB,BIKANER DAK,0,2020,110,605,CU,100,DBID200918,9,423.5,9/18/2020,110,JTAP,DAINIK BHASKAR,DBID,5.5,BKDURH,Bikaner Zila,Circulation Satelite,10045765,Bikaner,10045765,NE,88518,BIKA,CRU,BIKA,DA,0,0
132621370,10,BIKANER TO DUNGARGARH,BIK_ZL,Cir. Agent upcountry,LACHADSAR,RAJKUMAR SHARMA  NEWS AGENCY,30,-52.8,DB,BIKANER DAK,0,2020,32,176,CU,100,DBID200918,9,123.2,9/18/2020,32,JTAP,DAINIK BHASKAR,DBID,5.5,BKDURH,Bikaner Zila,Circulation Satelite,10046146,Bikaner,10046146,NE,90843,BIKA,CRU,BIKA,DA,0,0
132621371,10,BIKANER TO DUNGARGARH,BIK_ZL,Cir. Agent upcountry,RAJELDESHAR,ACHARYA NEWS AGENCY,30,-24.75,DB,BIKANER DAK,0,2020,15,82.5,CU,100,DBID200918,9,57.75,9/18/2020,15,JTAP,DAINIK BHASKAR,DBID,5.5,BKDURH,Bikaner Zila,Circulation Satelite,10046147,Bikaner,10046147,NE,90844,BIKA,CRU,BIKA,DA,0,0
132621372,10,BIKANER TO BAJJU,BIK_ZL,Cir. Agent upcountry,HADDA,BHIYA RAM NEWS AGENCY,30,-49.5,DB,BIKANER DAK,0,2020,30,165,CU,100,DBID200918,9,115.5,9/18/2020,30,JTAP,DAINIK BHASKAR,DBID,5.5,BKBAJU,Bikaner Zila,Circulation Satelite,10046237,Bikaner,10046237,NE,90846,BIKA,CRU,BIKA,DA,0,0
132621373,10,BIKANER TO BAJJU,BIK_ZL,Cir. Agent upcountry,SHANKALA PHANTA,JASSU RAM NEWS AGENCY,30,-8.25,DB,BIKANER DAK,0,2020,5,27.5,CU,100,DBID200918,9,19.25,9/18/2020,5,JTAP,DAINIK BHASKAR,DBID,5.5,BKBAJU,Bikaner Zila,Circulation Satelite,10046238,Bikaner,10046238,NE,90847,BIKA,CRU,BIKA,DA,0,0
132621374,10,BIKANER TO BAJJU,BIK_ZL,Cir. Agent upcountry,MADH,JAGDISH PRASAD PRAJAPT,30,-97.35,DB,BIKANER DAK,0,2020,59,324.5,CU,100,DBID200918,9,227.15,9/18/2020,59,JTAP,DAINIK BHASKAR,DBID,5.5,BKBAJU,Bikaner Zila,Circulation Satelite,10046258,Bikaner,10046258,NE,90960,BIKA,CRU,BIKA,DA,0,0
132621375,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,KALYANSAR,MAHENDRA SINGH NEWS AGENCY,30,-8.25,DB,BIKANER DAK,0,2020,5,27.5,CU,100,DBID200918,9,19.25,9/18/2020,5,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10046259,Bikaner,10046259,NE,90961,BIKA,CRU,BIKA,DA,0,0
132621376,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,SINDHU,HARI RAM NEWS AGENCY,30,-42.9,DB,BIKANER DAK,0,2020,26,143,CU,100,DBID200918,9,100.1,9/18/2020,26,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10046261,Bikaner,10046261,NE,90963,BIKA,CRU,BIKA,DA,0,0
132621377,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,NAPASAR,SHARMA NEWS AGENCY,30,-244.2,DB,BIKANER DAK,0,2020,148,814,CU,100,DBID200918,9,569.8,9/18/2020,148,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10046425,Bikaner,10046425,NE,91469,BIKA,CRU,BIKA,DA,0,0
132621378,10,BIKANER TO DUNGARGARH,BIK_ZL,Cir. Agent upcountry,LAKHASAR,SHRI BHANWAR NEWS AGENCY,30,-37.95,DB,BIKANER DAK,0,2020,23,126.5,CU,100,DBID200918,9,88.55,9/18/2020,23,JTAP,DAINIK BHASKAR,DBID,5.5,BKDURH,Bikaner Zila,Circulation Satelite,10047508,Bikaner,10047508,NE,96158,BIKA,CRU,BIKA,DA,0,0
132621379,10,BIKANER BUS ROUTE,BIK_ZL,Cir. Agent upcountry,ARJUNSAR,SARASWAT NEWS AGENCY,30,-199.65,DB,BIKANER DAK,0,2020,121,665.5,CU,100,DBID200918,9,465.85,9/18/2020,121,JTAP,DAINIK BHASKAR,DBID,5.5,BKBUSR,Bikaner Zila,Circulation Satelite,10048072,Bikaner,10048072,NE,97103,BIKA,CRU,BIKA,DA,0,0
132621380,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,JEGLA,RAMKAUSHALYA NEWS AGENCY,30,-41.25,DB,BIKANER DAK,0,2020,25,137.5,CU,100,DBID200918,9,96.25,9/18/2020,25,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10048345,Bikaner,10048345,NE,98255,BIKA,CRU,BIKA,DA,0,0
132621381,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,LALAMDESAR BADA,LAKSHYA NEWS AGENCY,30,-110.55,DB,BIKANER DAK,0,2020,67,368.5,CU,100,DBID200918,9,257.95,9/18/2020,67,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10049310,Bikaner,10049310,NE,101184,BIKA,CRU,BIKA,DA,0,0
132621382,10,BIKANER TO LOONKARANSAR,BIK_ZL,Cir. Sub Agent,UDESHIYA,BHADU NEWS AGENCY,30,-41.25,DB,BIKANER DAK,0,2020,25,137.5,CS,100,DBID200918,9,96.25,9/18/2020,25,JTAP,DAINIK BHASKAR,DBID,5.5,BKLOON,Bikaner Zila,Circulation Satelite,10049372,Bikaner,10000810,NE,101331,BIKA,CRU,BIKA,DA,0,0
132621383,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,MINIYANA,RAMKAUSHALYA NEWS AGENCY MINIY,30,-107.25,DB,BIKANER DAK,0,2020,65,357.5,CS,100,DBID200918,9,250.25,9/18/2020,65,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10049373,Bikaner,10048345,NE,101332,BIKA,CRU,BIKA,DA,0,0
132621384,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,KUCHOUR AAGUNI,SAMARATHAL NEWS AGENCY,30,-46.2,DB,BIKANER DAK,0,2020,28,154,CU,100,DBID200918,9,107.8,9/18/2020,28,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10049555,Bikaner,10049555,NE,102044,BIKA,CRU,BIKA,DA,0,0
132621385,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,SAJANSAR,PAREEK NEWS AGENCY,30,-41.25,DB,BIKANER DAK,0,2020,25,137.5,CS,100,DBID200918,9,96.25,9/18/2020,25,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10050221,Bikaner,10043089,NE,104042,BIKA,CRU,BIKA,DA,0,0
132621386,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,RODDA,PRADEEP KATHATALA NEWS AGENCY,30,-174.9,DB,BIKANER DAK,0,2020,106,583,CU,100,DBID200918,9,408.1,9/18/2020,106,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10050315,Bikaner,10050315,NE,104522,BIKA,CRU,BIKA,DA,0,0
132621387,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,SAISAR,PAREEK NEWS AGENCY,30,-82.5,DB,BIKANER DAK,0,2020,50,275,CS,100,DBID200918,9,192.5,9/18/2020,50,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10050406,Bikaner,10000762,NE,104757,BIKA,CRU,BIKA,DA,0,0
132621388,10,BIKANER TO KHAJUWALA,BIK_ZL,Cir. Agent upcountry,POOGAL,SHREE KARNI NEWS AGENCY,30,-363,DB,BIKANER DAK,0,2020,220,1210,CU,100,DBID200918,9,847,9/18/2020,220,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJWL,Bikaner Zila,Circulation Satelite,10050538,Bikaner,10050538,NE,105222,BIKA,CRU,BIKA,DA,0,0
132621389,10,KHAJUWALA TO 34 KYD,BIK_ZL,Cir. Sub Agent,KHAJUWALA CHAK,PRATIKA NEWS AGENCY,33,-281.33,DB,BIKANER DAK,0,2020,155,852.5,CS,100,DBID200918,9,571.17,9/18/2020,155,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJKD,Bikaner Zila,Circulation Satelite,10051915,Bikaner,10041971,NE,108596,BIKA,CRU,BIKA,DA,0,0
132621390,10,BIKANER TO NOKHA,BIK_ZL,Cir. Agent upcountry,NOKHA,AGARWAL NEWS AGENCY,33,-2450.25,DB,BIKANER DAK,0,2020,1350,7425,CU,100,DBID200918,9,4974.75,9/18/2020,1350,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052972,Bikaner,10052972,NE,109878,BIKA,CRU,BIKA,DA,0,0
132621391,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,BADURO KI DHANI,AGARWAL NEWS AGENCY,33,-3.63,DB,BIKANER DAK,0,2020,2,11,CS,100,DBID200918,9,7.37,9/18/2020,2,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052973,Bikaner,10052972,NE,109879,BIKA,CRU,BIKA,DA,0,0
132621392,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA-1,AGARWAL NEWS AGENCY,33,-208.73,DB,BIKANER DAK,0,2020,115,632.5,CS,100,DBID200918,9,423.77,9/18/2020,115,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052974,Bikaner,10052972,NE,109880,BIKA,CRU,BIKA,DA,0,0
132621393,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,KAKDA,AGARWAL NEWS AGENCY,33,-36.3,DB,BIKANER DAK,0,2020,20,110,CS,100,DBID200918,9,73.7,9/18/2020,20,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052975,Bikaner,10052972,NE,109881,BIKA,CRU,BIKA,DA,0,0
132621394,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,MADIYA,AGARWAL NEWS AGENCY,33,-88.94,DB,BIKANER DAK,0,2020,49,269.5,CS,100,DBID200918,9,180.56,9/18/2020,49,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052976,Bikaner,10052972,NE,109883,BIKA,CRU,BIKA,DA,0,0
132621395,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA-2,AGARWAL NEWS AGENCY,33,-190.58,DB,BIKANER DAK,0,2020,105,577.5,CS,100,DBID200918,9,386.92,9/18/2020,105,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052977,Bikaner,10052972,NE,109884,BIKA,CRU,BIKA,DA,0,0
132621396,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,PARUAA,AGARWAL NEWS AGENCY,33,-21.78,DB,BIKANER DAK,0,2020,12,66,CS,100,DBID200918,9,44.22,9/18/2020,12,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052979,Bikaner,10052972,NE,109886,BIKA,CRU,BIKA,DA,0,0
132621397,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,RASISAR,AGARWAL NEWS AGENCY,33,-181.5,DB,BIKANER DAK,0,2020,100,550,CS,100,DBID200918,9,368.5,9/18/2020,100,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052990,Bikaner,10052972,NE,109887,BIKA,CRU,BIKA,DA,0,0
132621398,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA GAV,AGARWAL NEWS AGENCY,33,-83.49,DB,BIKANER DAK,0,2020,46,253,CS,100,DBID200918,9,169.51,9/18/2020,46,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052991,Bikaner,10052972,NE,109888,BIKA,CRU,BIKA,DA,0,0
132621399,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA-3,AGARWAL NEWS AGENCY,33,-190.58,DB,BIKANER DAK,0,2020,105,577.5,CS,100,DBID200918,9,386.92,9/18/2020,105,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052992,Bikaner,10052972,NE,109889,BIKA,CRU,BIKA,DA,0,0
132621400,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA-4,AGARWAL NEWS AGENCY,33,-99.83,DB,BIKANER DAK,0,2020,55,302.5,CS,100,DBID200918,9,202.67,9/18/2020,55,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052994,Bikaner,10052972,NE,109891,BIKA,CRU,BIKA,DA,0,0
132621401,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA-6,AGARWAL NEWS AGENCY,33,-90.75,DB,BIKANER DAK,0,2020,50,275,CS,100,DBID200918,9,184.25,9/18/2020,50,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052995,Bikaner,10052972,NE,109892,BIKA,CRU,BIKA,DA,0,0
132621402,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,KAKKU,AGARWAL NEWS AGENCY,33,-76.23,DB,BIKANER DAK,0,2020,42,231,CS,100,DBID200918,9,154.77,9/18/2020,42,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052996,Bikaner,10052972,NE,109894,BIKA,CRU,BIKA,DA,0,0
132621403,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,NOKHA-5,AGARWAL NEWS AGENCY,33,-281.33,DB,BIKANER DAK,0,2020,155,852.5,CS,100,DBID200918,9,571.17,9/18/2020,155,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052997,Bikaner,10052972,NE,109895,BIKA,CRU,BIKA,DA,0,0
132621404,10,BIKANER TO NOKHA,BIK_ZL,Cir. Sub Agent,SOMALSAR,AGARWAL NEWS AGENCY,33,-5.45,DB,BIKANER DAK,0,2020,3,16.5,CS,100,DBID200918,9,11.05,9/18/2020,3,JTAP,DAINIK BHASKAR,DBID,5.5,BKNOKH,Bikaner Zila,Circulation Satelite,10052998,Bikaner,10052972,NE,109896,BIKA,CRU,BIKA,DA,0,0
132621405,10,BIKANER TO KHAJUWALA,BIK_ZL,Cir. Sub Agent,682 HEAD,SHRI KARNI MATA NEWS AGENCY,30,-3.3,DB,BIKANER DAK,0,2020,2,11,CS,100,DBID200918,9,7.7,9/18/2020,2,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJWL,Bikaner Zila,Circulation Satelite,10054891,Bikaner,10050538,NE,114791,BIKA,CRU,BIKA,DA,0,0
132621406,10,BIKANER TO KHAJUWALA,BIK_ZL,Cir. Sub Agent,1 ADM,MADAN SINGH,30,-16.5,DB,BIKANER DAK,0,2020,10,55,CS,100,DBID200918,9,38.5,9/18/2020,10,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJWL,Bikaner Zila,Circulation Satelite,10055265,Bikaner,10042514,NE,115959,BIKA,CRU,BIKA,DA,0,0
132621407,10,BIKANER TO NAPASAR,BIK_ZL,Cir. Agent upcountry,KUCHOR ATHUNI,SUKHDEV NEWS AGENCY,30,-66,DB,BIKANER DAK,0,2020,40,220,CU,100,DBID200918,9,154,9/18/2020,40,JTAP,DAINIK BHASKAR,DBID,5.5,BKNPSR,Bikaner Zila,Circulation Satelite,10055287,Bikaner,10055287,NE,116068,BIKA,CRU,BIKA,DA,0,0
132621408,10,BIKANER TO LOONKARANSAR,BIK_ZL,Cir. Agent upcountry,HUSANGSAR,SIYAG NEWS AGENCY,30,-191.4,DB,BIKANER DAK,0,2020,116,638,CU,100,DBID200918,9,446.6,9/18/2020,116,JTAP,DAINIK BHASKAR,DBID,5.5,BKLOON,Bikaner Zila,Circulation Satelite,10055288,Bikaner,10055288,NE,116069,BIKA,CRU,BIKA,DA,0,0
132621409,10,UDSAR CAMP TO THAVARIYA,BIK_ZL,Cir. Agent upcountry,MEHRAMSAR,MEHRIYA NEWS AGENCY,30,-231,DB,BIKANER DAK,0,2020,140,770,CU,100,DBID200918,9,539,9/18/2020,140,JTAP,DAINIK BHASKAR,DBID,5.5,BKRDTL,Bikaner Zila,Circulation Satelite,10055408,Bikaner,10055408,NE,116894,BIKA,CRU,BIKA,DA,0,0
132621410,10,KHAJUWALA TO 34 KYD,BIK_ZL,Cir. Sub Agent,KALUWALA,PRATIKA NEWS AGENCY,33,-36.3,DB,BIKANER DAK,0,2020,20,110,CS,100,DBID200918,9,73.7,9/18/2020,20,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJKD,Bikaner Zila,Circulation Satelite,10055958,Bikaner,10041971,NE,117685,BIKA,CRU,BIKA,DA,0,0
132621411,10,KHAJUWALA TO 34 KYD,BIK_ZL,Cir. Sub Agent,RANISAR -DANDI,PRATIKA NEWS AGENCY,33,-63.53,DB,BIKANER DAK,0,2020,35,192.5,CS,100,DBID200918,9,128.97,9/18/2020,35,JTAP,DAINIK BHASKAR,DBID,5.5,BKKJKD,Bikaner Zila,Circulation Satelite,10055964,Bikaner,10041971,NE,117691,BIKA,CRU,BIKA,DA,0,0
